"from","to","Carrier","Departures","Seats","Passengers","Aircraft","Distance"
"DTW","BOS","Delta Air Lines Inc.",25,3550,2859,655,632
"DTW","BOS","Delta Air Lines Inc.",30,4439,2581,694,632
"DTW","BOS","Delta Air Lines Inc.",45,5670,4271,698,632
"DTW","BWI","Delta Air Lines Inc.",54,8640,6350,614,408
"DTW","BWI","Delta Air Lines Inc.",6,660,600,645,408
"DTW","BWI","Delta Air Lines Inc.",46,5748,4398,650,408
"DTW","BWI","Delta Air Lines Inc.",18,2556,2047,655,408
"DTW","BWI","Delta Air Lines Inc.",18,2664,1911,694,408
"DTW","BWI","Delta Air Lines Inc.",12,1512,1248,698,408
"DTW","CLT","Delta Air Lines Inc.",1,160,77,614,500
"DTW","CLT","Delta Air Lines Inc.",44,4839,2853,645,500
"DTW","CLT","Delta Air Lines Inc.",21,2625,1521,650,500
"DTW","CLT","Delta Air Lines Inc.",1,149,134,655,500
"DTW","CLT","Delta Air Lines Inc.",2,296,197,694,500
"DTW","CLT","Delta Air Lines Inc.",47,5922,4040,698,500
"DTW","COS","Delta Air Lines Inc.",1,224,176,623,1146
"DTW","DCA","Delta Air Lines Inc.",2,320,175,614,405
"DTW","DCA","Delta Air Lines Inc.",1,110,44,645,405
"DTW","DCA","Delta Air Lines Inc.",27,3834,2264,655,405
"DTW","DCA","Delta Air Lines Inc.",53,7844,4392,694,405
"DTW","DCA","Delta Air Lines Inc.",68,8568,4774,698,405
"DTW","DEN","Delta Air Lines Inc.",20,3200,2206,614,1123
"DTW","DEN","Delta Air Lines Inc.",26,4760,4363,622,1123
"DTW","DEN","Delta Air Lines Inc.",46,6806,5848,694,1123
"DTW","DEN","Delta Air Lines Inc.",1,126,107,698,1123
"DTW","DFW","Delta Air Lines Inc.",13,1625,1346,650,987
"DTW","DFW","Delta Air Lines Inc.",8,1184,1021,694,987
"DTW","DFW","Delta Air Lines Inc.",2,252,150,698,987
"DTW","DSM","Delta Air Lines Inc.",1,110,40,645,534
"DTW","EWR","Delta Air Lines Inc.",13,1430,861,645,487
"DTW","EWR","Delta Air Lines Inc.",34,4250,2066,650,487
"DTW","EWR","Delta Air Lines Inc.",3,378,192,698,487
"DTW","FLL","Delta Air Lines Inc.",3,480,339,614,1127
"DTW","FLL","Delta Air Lines Inc.",118,21613,17660,622,1127
"DTW","FLL","Delta Air Lines Inc.",18,4032,3764,623,1127
"DTW","FLL","Delta Air Lines Inc.",1,217,180,626,1127
"DTW","FLL","Delta Air Lines Inc.",1,142,105,655,1127
"DTW","FLL","Delta Air Lines Inc.",28,4144,3643,694,1127
"DTW","FLL","Delta Air Lines Inc.",1,126,110,698,1127
"DTW","GFK","Delta Air Lines Inc.",1,160,67,614,782
"DTW","GRB","Delta Air Lines Inc.",1,110,104,645,288
"DTW","GRB","Delta Air Lines Inc.",13,1625,1009,650,288
"DTW","GRB","Delta Air Lines Inc.",2,366,128,622,288
"DTW","GRR","Delta Air Lines Inc.",1,110,98,645,120
"DTW","GRR","Delta Air Lines Inc.",35,4375,2661,650,120
"DTW","GRR","Delta Air Lines Inc.",27,3834,3296,655,120
"DTW","GRR","Delta Air Lines Inc.",1,148,124,694,120
"DTW","GRR","Delta Air Lines Inc.",1,126,111,698,120
"DTW","HNL","Delta Air Lines Inc.",6,1788,1697,687,4475
"DTW","IAD","Delta Air Lines Inc.",1,126,114,698,383
"DTW","ICT","Delta Air Lines Inc.",1,160,126,614,811
"DTW","IND","Delta Air Lines Inc.",3,330,269,645,231
"DTW","IND","Delta Air Lines Inc.",51,6375,3842,650,231
"DTW","IND","Delta Air Lines Inc.",57,8122,5122,655,231
"DTW","IND","Delta Air Lines Inc.",3,444,262,694,231
"DTW","IND","Delta Air Lines Inc.",3,378,163,698,231
"DTW","JAX","Delta Air Lines Inc.",1,298,218,687,814
"DTW","JAX","Delta Air Lines Inc.",1,403,369,819,814
"DTW","JFK","Delta Air Lines Inc.",4,681,584,622,508
"DTW","JFK","Delta Air Lines Inc.",1,245,238,624,508
"DTW","JFK","Delta Air Lines Inc.",1,216,214,626,508
"DTW","JFK","Delta Air Lines Inc.",19,2375,1657,650,508
"DTW","JFK","Delta Air Lines Inc.",1,298,262,687,508
"DTW","JFK","Delta Air Lines Inc.",2,296,257,694,508
"DTW","JFK","Delta Air Lines Inc.",30,3780,2931,698,508
"DTW","LAS","Delta Air Lines Inc.",30,4800,3823,614,1750
"DTW","LAS","Delta Air Lines Inc.",108,19811,17508,622,1750
"DTW","LAS","Delta Air Lines Inc.",23,5152,4114,623,1750
"DTW","LAS","Delta Air Lines Inc.",12,1776,1593,694,1750
"DTW","LAX","Delta Air Lines Inc.",59,9440,8884,614,1979
"DTW","LAX","Delta Air Lines Inc.",34,6231,5705,622,1979
"DTW","LAX","Delta Air Lines Inc.",4,896,482,623,1979
"DTW","LAX","Delta Air Lines Inc.",25,6505,5574,626,1979
"DTW","LAX","Delta Air Lines Inc.",16,4447,3972,627,1979
"DTW","LAX","Delta Air Lines Inc.",2,296,279,694,1979
"DTW","LGA","Delta Air Lines Inc.",13,2080,1657,614,501
"DTW","LGA","Delta Air Lines Inc.",1,183,183,622,501
"DTW","LGA","Delta Air Lines Inc.",50,7114,5991,655,501
"DTW","LGA","Delta Air Lines Inc.",49,7250,5750,694,501
"DTW","LGA","Delta Air Lines Inc.",125,15750,11866,698,501
"DTW","MCI","Delta Air Lines Inc.",2,320,132,614,629
"DTW","MCI","Delta Air Lines Inc.",6,660,582,645,629
"DTW","MCI","Delta Air Lines Inc.",45,5625,3831,650,629
"DTW","MCI","Delta Air Lines Inc.",10,1420,1041,655,629
"DTW","MCI","Delta Air Lines Inc.",17,2516,1526,694,629
"DTW","MCI","Delta Air Lines Inc.",10,1260,661,698,629
"DTW","MCO","Delta Air Lines Inc.",17,2720,2467,614,957
"DTW","MCO","Delta Air Lines Inc.",12,2198,1857,622,957
"DTW","MCO","Delta Air Lines Inc.",129,28896,26241,623,957
"DTW","MCO","Delta Air Lines Inc.",4,1048,937,626,957
"DTW","MCO","Delta Air Lines Inc.",2,284,265,655,957
"DTW","MCO","Delta Air Lines Inc.",3,894,746,687,957
"DTW","MCO","Delta Air Lines Inc.",4,592,560,694,957
"DTW","MCO","Delta Air Lines Inc.",7,1701,1571,696,957
"DTW","MCO","Delta Air Lines Inc.",1,126,126,698,957
"DTW","MDW","Delta Air Lines Inc.",1,126,111,698,229
"DTW","MEM","Delta Air Lines Inc.",1,160,81,614,610
"DTW","MEM","Delta Air Lines Inc.",1,110,96,645,610
"DTW","MEM","Delta Air Lines Inc.",70,8750,7303,650,610
"DTW","MEM","Delta Air Lines Inc.",40,5920,3641,694,610
"DTW","MEM","Delta Air Lines Inc.",8,1008,788,698,610
"DTW","MHT","Delta Air Lines Inc.",24,3000,1925,650,609
"DTW","MHT","Delta Air Lines Inc.",1,126,58,698,609
"DTW","MIA","Delta Air Lines Inc.",25,4000,3180,614,1145
"DTW","MIA","Delta Air Lines Inc.",1,184,142,622,1145
"DTW","MIA","Delta Air Lines Inc.",1,125,102,650,1145
"DTW","MIA","Delta Air Lines Inc.",30,4260,3420,655,1145
"DTW","MIA","Delta Air Lines Inc.",31,4588,3507,694,1145
"DTW","MKE","Delta Air Lines Inc.",12,1920,1369,614,238
"DTW","MKE","Delta Air Lines Inc.",39,4290,3161,645,238
"DTW","MKE","Delta Air Lines Inc.",48,6000,3725,650,238
"DTW","MKE","Delta Air Lines Inc.",25,3700,2729,694,238
"DTW","MKE","Delta Air Lines Inc.",3,378,314,698,238
"DTW","MSN","Delta Air Lines Inc.",31,3409,2912,645,312
"DTW","MSN","Delta Air Lines Inc.",16,2000,1589,650,312
"DTW","MSN","Delta Air Lines Inc.",5,740,558,694,312
"DTW","MSN","Delta Air Lines Inc.",9,1134,823,698,312
"DTW","MSP","Delta Air Lines Inc.",31,4960,3758,614,528
"DTW","MSP","Delta Air Lines Inc.",58,10609,8190,622,528
"DTW","MSP","Delta Air Lines Inc.",42,9408,6254,623,528
"DTW","MSP","Delta Air Lines Inc.",3,741,468,626,528
"DTW","MSP","Delta Air Lines Inc.",10,1100,903,645,528
"DTW","MSP","Delta Air Lines Inc.",41,5125,4205,650,528
"DTW","MSP","Delta Air Lines Inc.",7,994,628,655,528
"DTW","MSP","Delta Air Lines Inc.",1,298,281,687,528
"DTW","MSP","Delta Air Lines Inc.",18,2664,1638,694,528
"DTW","MSP","Delta Air Lines Inc.",54,6804,5293,698,528
"DTW","MSP","Delta Air Lines Inc.",2,806,748,819,528
"DTW","MSP","Delta Air Lines Inc.",1,298,131,687,528
"DTW","MSY","Delta Air Lines Inc.",34,5440,2668,614,926
"DTW","MSY","Delta Air Lines Inc.",1,125,42,650,926
"DTW","MSY","Delta Air Lines Inc.",5,740,274,694,926
"DTW","MSY","Delta Air Lines Inc.",2,252,62,698,926
"DTW","OMA","Delta Air Lines Inc.",2,250,137,650,651
"DTW","ORD","Delta Air Lines Inc.",35,3850,2831,645,235
"DTW","ORD","Delta Air Lines Inc.",29,3625,2100,650,235
"DTW","ORD","Delta Air Lines Inc.",26,3699,2478,655,235
"DTW","ORD","Delta Air Lines Inc.",7,1036,752,694,235
"DTW","ORD","Delta Air Lines Inc.",11,1386,1152,698,235
"DTW","PBI","Delta Air Lines Inc.",2,320,201,614,1087
"DTW","PBI","Delta Air Lines Inc.",13,1860,1240,655,1087
"DTW","PBI","Delta Air Lines Inc.",43,6364,5208,694,1087
"DTW","PBI","Delta Air Lines Inc.",7,882,832,698,1087
"DTW","PHL","Delta Air Lines Inc.",18,2880,1987,614,453
"DTW","PHL","Delta Air Lines Inc.",18,1980,1067,645,453
"DTW","PHL","Delta Air Lines Inc.",27,3375,2649,650,453
"DTW","PHL","Delta Air Lines Inc.",1,142,92,655,453
"DTW","PHL","Delta Air Lines Inc.",28,4144,2973,694,453
"DTW","PHL","Delta Air Lines Inc.",17,2142,1585,698,453
"DTW","PHX","Delta Air Lines Inc.",16,2560,1999,614,1671
"DTW","PHX","Delta Air Lines Inc.",88,16123,12786,622,1671
"DTW","PHX","Delta Air Lines Inc.",16,3584,3142,623,1671
"DTW","PHX","Delta Air Lines Inc.",3,444,331,694,1671
"DTW","PIT","Delta Air Lines Inc.",9,990,757,645,201
"DTW","PIT","Delta Air Lines Inc.",5,625,458,650,201
"DTW","PIT","Delta Air Lines Inc.",10,1480,1199,694,201
"DTW","RDU","Delta Air Lines Inc.",27,4320,3259,614,501
"DTW","RDU","Delta Air Lines Inc.",19,2375,1740,650,501
"DTW","RDU","Delta Air Lines Inc.",1,142,27,655,501
"DTW","RDU","Delta Air Lines Inc.",3,444,217,694,501
"DTW","RDU","Delta Air Lines Inc.",18,2268,1421,698,501
"DTW","RSW","Delta Air Lines Inc.",2,320,258,614,1085
"DTW","RSW","Delta Air Lines Inc.",111,20300,15770,622,1085
"DTW","RSW","Delta Air Lines Inc.",8,1792,848,623,1085
"DTW","RSW","Delta Air Lines Inc.",1,217,171,626,1085
"DTW","RSW","Delta Air Lines Inc.",2,284,80,655,1085
"DTW","RSW","Delta Air Lines Inc.",1,148,137,694,1085
"DTW","RSW","Delta Air Lines Inc.",1,126,113,698,1085
"DTW","SAN","Delta Air Lines Inc.",26,4160,3597,614,1956
"DTW","SAN","Delta Air Lines Inc.",14,2072,1890,694,1956
"DTW","SAT","Delta Air Lines Inc.",11,1628,1360,694,1215
"DTW","SAT","Delta Air Lines Inc.",29,3654,2545,698,1215
"DTW","SEA","Delta Air Lines Inc.",80,12800,11547,614,1927
"DTW","SEA","Delta Air Lines Inc.",3,551,519,622,1927
"DTW","SEA","Delta Air Lines Inc.",1,298,137,687,1927
"DTW","SEA","Delta Air Lines Inc.",3,442,394,694,1927
"DTW","SEA","Delta Air Lines Inc.",1,403,148,819,1927
"DTW","SFO","Delta Air Lines Inc.",83,13280,11890,614,2079
"DTW","SFO","Delta Air Lines Inc.",1,224,223,623,2079
"DTW","SFO","Delta Air Lines Inc.",4,592,537,694,2079
"DTW","SJU","Delta Air Lines Inc.",4,640,574,614,1929
"DTW","SJU","Delta Air Lines Inc.",1,148,146,694,1929
"DTW","SLC","Delta Air Lines Inc.",26,4160,3653,614,1481
"DTW","SLC","Delta Air Lines Inc.",30,5492,4987,622,1481
"DTW","SLC","Delta Air Lines Inc.",64,9470,8794,694,1481
"DTW","SLC","Delta Air Lines Inc.",1,243,177,696,1481
"DTW","SLC","Delta Air Lines Inc.",1,126,117,698,1481
"DTW","SRQ","Delta Air Lines Inc.",11,1628,1459,694,1023
"DTW","SRQ","Delta Air Lines Inc.",3,378,345,698,1023
"DTW","STL","Delta Air Lines Inc.",12,1320,800,645,440
"DTW","STL","Delta Air Lines Inc.",34,4250,2219,650,440
"DTW","STL","Delta Air Lines Inc.",1,148,38,694,440
"DTW","STL","Delta Air Lines Inc.",3,378,218,698,440
"DTW","TPA","Delta Air Lines Inc.",17,2719,1658,614,983
"DTW","TPA","Delta Air Lines Inc.",50,9125,8458,622,983
"DTW","TPA","Delta Air Lines Inc.",1,217,213,626,983
"DTW","TPA","Delta Air Lines Inc.",65,9235,6883,655,983
"DTW","TPA","Delta Air Lines Inc.",28,4142,2196,694,983
"DTW","TPA","Delta Air Lines Inc.",13,1638,1483,698,983
"ECP","ATL","Delta Air Lines Inc.",1,125,107,650,240
"ECP","ATL","Delta Air Lines Inc.",43,6113,2780,655,240
"EFD","BWI","Delta Air Lines Inc.",1,262,147,626,1242
"EGE","ATL","Delta Air Lines Inc.",14,2564,1577,622,1312
"ELP","ATL","Delta Air Lines Inc.",1,125,59,650,1282
"ELP","ATL","Delta Air Lines Inc.",28,3983,3391,655,1282
"ELP","MIA","Delta Air Lines Inc.",1,217,189,626,1632
"ELP","SBN","Delta Air Lines Inc.",1,298,265,687,1301
"EWR","ATL","Delta Air Lines Inc.",28,3472,2839,612,745
"EWR","ATL","Delta Air Lines Inc.",27,4319,3109,614,745
"EWR","ATL","Delta Air Lines Inc.",2,365,159,622,745
"EWR","ATL","Delta Air Lines Inc.",2,220,210,645,745
"EWR","ATL","Delta Air Lines Inc.",76,9500,7680,650,745
"EWR","ATL","Delta Air Lines Inc.",64,9095,5842,655,745
"EWR","ATL","Delta Air Lines Inc.",13,1924,1421,694,745
"EWR","ATL","Delta Air Lines Inc.",64,8064,6640,698,745
"EWR","ATL","Delta Air Lines Inc.",2,108,76,698,745
"EWR","CLE","Delta Air Lines Inc.",1,54,37,698,404
"EWR","CLT","Delta Air Lines Inc.",1,54,40,698,529
"EWR","DTW","Delta Air Lines Inc.",14,1540,1025,645,487
"EWR","DTW","Delta Air Lines Inc.",46,5750,2969,650,487
"EWR","DTW","Delta Air Lines Inc.",1,148,39,694,487
"EWR","DTW","Delta Air Lines Inc.",11,1386,307,698,487
"EWR","FAR","Delta Air Lines Inc.",1,149,49,655,1206
"EWR","IAD","Delta Air Lines Inc.",2,108,74,698,213
"EWR","MEM","Delta Air Lines Inc.",2,252,101,698,946
"EWR","MEM","Delta Air Lines Inc.",1,54,34,698,946
"EWR","MSP","Delta Air Lines Inc.",2,250,181,650,1008
"EWR","MSP","Delta Air Lines Inc.",21,2989,2074,655,1008
"EWR","MSP","Delta Air Lines Inc.",1,148,138,694,1008
"EWR","MSP","Delta Air Lines Inc.",17,2142,1216,698,1008
"EWR","MSP","Delta Air Lines Inc.",1,54,49,698,1008
"EWR","OKC","Delta Air Lines Inc.",2,108,82,698,1325
"EWR","SLC","Delta Air Lines Inc.",51,8160,6332,614,1968
"EWR","SLC","Delta Air Lines Inc.",1,148,148,694,1968
"EYW","ATL","Delta Air Lines Inc.",28,3472,2957,612,646
"EYW","ATL","Delta Air Lines Inc.",7,882,753,698,646
"FAR","BZN","Delta Air Lines Inc.",1,148,122,694,690
"FAR","GEG","Delta Air Lines Inc.",1,148,124,694,973
"FAR","JFK","Delta Air Lines Inc.",1,160,93,614,1226
"FAR","MSP","Delta Air Lines Inc.",16,2000,1575,650,223
"FAR","MSP","Delta Air Lines Inc.",1,149,113,655,223
"FAR","MSP","Delta Air Lines Inc.",1,149,95,656,223
"FAR","MSP","Delta Air Lines Inc.",8,1184,1042,694,223
"FAR","MSP","Delta Air Lines Inc.",4,504,441,698,223
"FLL","ATL","Delta Air Lines Inc.",2,248,208,612,581
"FLL","ATL","Delta Air Lines Inc.",35,5598,4045,614,581
"FLL","ATL","Delta Air Lines Inc.",307,56251,45289,622,581
"FLL","ATL","Delta Air Lines Inc.",27,6048,4642,623,581
"FLL","ATL","Delta Air Lines Inc.",1,246,192,624,581
"FLL","ATL","Delta Air Lines Inc.",6,1437,1022,626,581
"FLL","ATL","Delta Air Lines Inc.",12,1703,1247,655,581
"FLL","ATL","Delta Air Lines Inc.",4,590,514,694,581
"FLL","BDL","Delta Air Lines Inc.",43,6127,3890,655,1173
"FLL","CVG","Delta Air Lines Inc.",26,4160,2608,614,932
"FLL","CVG","Delta Air Lines Inc.",30,4440,3518,694,932
"FLL","DTW","Delta Air Lines Inc.",3,480,375,614,1127
"FLL","DTW","Delta Air Lines Inc.",132,24161,17285,622,1127
"FLL","DTW","Delta Air Lines Inc.",18,4032,2881,623,1127
"FLL","DTW","Delta Air Lines Inc.",1,217,121,626,1127
"FLL","DTW","Delta Air Lines Inc.",14,2072,1489,694,1127
"FLL","JFK","Delta Air Lines Inc.",2,320,208,614,1069
"FLL","JFK","Delta Air Lines Inc.",30,4260,2989,655,1069
"FLL","JFK","Delta Air Lines Inc.",53,7838,5374,694,1069
"FLL","LAS","Delta Air Lines Inc.",1,148,30,694,2174
"FLL","LAX","Delta Air Lines Inc.",29,4640,3698,614,2342
"FLL","LGA","Delta Air Lines Inc.",93,13219,9988,655,1076
"FLL","LGA","Delta Air Lines Inc.",25,3700,2811,694,1076
"FLL","LGA","Delta Air Lines Inc.",28,3528,2609,698,1076
"FLL","MEM","Delta Air Lines Inc.",29,4116,3353,655,851
"FLL","MEM","Delta Air Lines Inc.",14,2072,1444,694,851
"FLL","MEM","Delta Air Lines Inc.",2,252,209,698,851
"FLL","MSP","Delta Air Lines Inc.",14,2554,1981,622,1487
"FLL","MSP","Delta Air Lines Inc.",6,900,601,656,1487
"FLL","MSP","Delta Air Lines Inc.",20,2960,2436,694,1487
"FLL","MSP","Delta Air Lines Inc.",2,252,221,698,1487
"FLL","PIT","Delta Air Lines Inc.",1,142,113,655,994
"FLL","TPA","Delta Air Lines Inc.",1,160,160,614,197
"FNT","ATL","Delta Air Lines Inc.",68,8500,6164,650,644
"FNT","ATL","Delta Air Lines Inc.",1,126,77,698,644
"FNT","DTW","Delta Air Lines Inc.",1,125,46,650,56
"FOE","JFK","Delta Air Lines Inc.",1,403,345,819,1168
"FRG","PHL","Delta Air Lines Inc.",1,54,43,698,114
"FSD","MSP","Delta Air Lines Inc.",10,1250,870,650,197
"FSD","MSP","Delta Air Lines Inc.",1,148,130,694,197
"GEG","FAR","Delta Air Lines Inc.",1,148,125,694,973
"GEG","MSP","Delta Air Lines Inc.",1,184,67,622,1175
"GEG","MSP","Delta Air Lines Inc.",22,3256,2704,694,1175
"GEG","MSP","Delta Air Lines Inc.",13,1638,1549,698,1175
"GEG","SLC","Delta Air Lines Inc.",22,3520,2944,614,546
"GEG","SLC","Delta Air Lines Inc.",29,4292,3135,694,546
"GEG","SLC","Delta Air Lines Inc.",13,1638,1434,698,546
"GFK","MSP","Delta Air Lines Inc.",1,160,94,614,284
"GFK","MSP","Delta Air Lines Inc.",1,224,131,623,284
"GFK","MSP","Delta Air Lines Inc.",1,125,46,650,284
"GFK","MSP","Delta Air Lines Inc.",1,148,107,694,284
"GJT","SLC","Delta Air Lines Inc.",1,126,81,698,217
"GPT","ATL","Delta Air Lines Inc.",54,7689,5526,655,352
"GRB","DTW","Delta Air Lines Inc.",12,1500,846,650,288
"GRB","DTW","Delta Air Lines Inc.",2,366,126,622,288
"GRB","MSP","Delta Air Lines Inc.",1,110,58,645,252
"GRB","MSP","Delta Air Lines Inc.",13,1625,608,650,252
"GRB","MSP","Delta Air Lines Inc.",1,148,126,694,252
"GRB","PVD","Delta Air Lines Inc.",1,224,135,623,864
"GRR","ATL","Delta Air Lines Inc.",28,3500,2984,650,640
"GRR","DTW","Delta Air Lines Inc.",2,220,190,645,120
"GRR","DTW","Delta Air Lines Inc.",59,7375,5387,650,120
"GRR","DTW","Delta Air Lines Inc.",27,3834,2453,655,120
"GRR","DTW","Delta Air Lines Inc.",1,148,145,694,120
"GRR","DTW","Delta Air Lines Inc.",2,252,177,698,120
"GRR","MSP","Delta Air Lines Inc.",6,660,554,645,408
"GRR","MSP","Delta Air Lines Inc.",18,2250,1749,650,408
"GRR","MSP","Delta Air Lines Inc.",16,2279,1723,655,408
"GRR","MSP","Delta Air Lines Inc.",1,150,122,656,408
"GRR","MSP","Delta Air Lines Inc.",3,444,283,694,408
"GRR","MSP","Delta Air Lines Inc.",2,252,150,698,408
"GRR","ORD","Delta Air Lines Inc.",1,184,133,622,137
"GSO","ATL","Delta Air Lines Inc.",17,2125,1679,650,306
"GSP","ATL","Delta Air Lines Inc.",17,2125,1295,650,153
"GSP","ATL","Delta Air Lines Inc.",12,1711,1263,655,153
"GSP","ATL","Delta Air Lines Inc.",1,126,41,698,153
"HDN","ATL","Delta Air Lines Inc.",12,1920,1223,614,1340
"HNL","ATL","Delta Air Lines Inc.",31,9237,8306,687,4502
"HNL","DTW","Delta Air Lines Inc.",6,1788,1545,687,4475
"HNL","LAX","Delta Air Lines Inc.",4,716,558,622,2556
"HNL","LAX","Delta Air Lines Inc.",54,12092,9228,623,2556
"HNL","LAX","Delta Air Lines Inc.",30,7860,5696,626,2556
"HNL","MSP","Delta Air Lines Inc.",17,5065,3627,687,3972
"HNL","SEA","Delta Air Lines Inc.",28,6272,5746,623,2677
"HNL","SEA","Delta Air Lines Inc.",2,434,384,626,2677
"HNL","SFO","Delta Air Lines Inc.",30,6720,3738,623,2398
"HNL","SLC","Delta Air Lines Inc.",31,8122,6867,626,2994
"HOU","ATL","Delta Air Lines Inc.",12,1500,1001,650,696
"HOU","ATL","Delta Air Lines Inc.",45,6404,3662,655,696
"HOU","IAD","Delta Air Lines Inc.",1,54,42,698,1201
"HOU","LAX","Delta Air Lines Inc.",1,54,40,698,1390
"HOU","MSY","Delta Air Lines Inc.",1,54,35,698,303
"HOU","OKC","Delta Air Lines Inc.",1,54,37,698,419
"HOU","SAT","Delta Air Lines Inc.",1,54,41,698,192
"HSV","ATL","Delta Air Lines Inc.",1,124,123,612,151
"HSV","ATL","Delta Air Lines Inc.",16,2560,1324,614,151
"HSV","ATL","Delta Air Lines Inc.",12,1704,985,655,151
"IAD","ATL","Delta Air Lines Inc.",26,3224,2471,612,533
"IAD","ATL","Delta Air Lines Inc.",10,1600,1091,614,533
"IAD","ATL","Delta Air Lines Inc.",1,110,100,645,533
"IAD","ATL","Delta Air Lines Inc.",21,2625,2409,650,533
"IAD","ATL","Delta Air Lines Inc.",83,11800,8734,655,533
"IAD","ATL","Delta Air Lines Inc.",14,2072,1631,694,533
"IAD","ATL","Delta Air Lines Inc.",28,3528,2825,698,533
"IAD","CLT","Delta Air Lines Inc.",1,54,38,698,321
"IAD","EWR","Delta Air Lines Inc.",1,126,57,698,213
"IAD","EWR","Delta Air Lines Inc.",1,54,31,698,213
"IAD","IND","Delta Air Lines Inc.",3,162,122,698,476
"IAD","JFK","Delta Air Lines Inc.",2,357,305,622,228
"IAD","LGA","Delta Air Lines Inc.",2,252,189,698,229
"IAD","PDX","Delta Air Lines Inc.",1,54,44,698,2327
"IAD","PHX","Delta Air Lines Inc.",1,54,39,698,1956
"IAD","SAT","Delta Air Lines Inc.",1,54,33,698,1362
"IAD","SLC","Delta Air Lines Inc.",31,4588,3704,694,1827
"IAH","ATL","Delta Air Lines Inc.",3,372,204,612,689
"IAH","ATL","Delta Air Lines Inc.",1,160,77,614,689
"IAH","ATL","Delta Air Lines Inc.",130,18460,12815,655,689
"IAH","ATL","Delta Air Lines Inc.",1,126,56,698,689
"IAH","MSP","Delta Air Lines Inc.",1,125,113,650,1034
"IAH","MSP","Delta Air Lines Inc.",5,710,176,655,1034
"IAH","MSP","Delta Air Lines Inc.",1,148,44,694,1034
"IAH","MSP","Delta Air Lines Inc.",10,1260,540,698,1034
"ICT","SAN","Delta Air Lines Inc.",1,160,126,614,1166
"IND","ATL","Delta Air Lines Inc.",1,124,85,612,432
"IND","ATL","Delta Air Lines Inc.",16,2560,1765,614,432
"IND","ATL","Delta Air Lines Inc.",1,184,117,622,432
"IND","ATL","Delta Air Lines Inc.",1,262,255,626,432
"IND","ATL","Delta Air Lines Inc.",48,6000,5552,650,432
"IND","ATL","Delta Air Lines Inc.",109,15499,12181,655,432
"IND","ATL","Delta Air Lines Inc.",1,150,139,656,432
"IND","ATL","Delta Air Lines Inc.",25,3700,2752,694,432
"IND","ATL","Delta Air Lines Inc.",12,1512,1431,698,432
"IND","ATL","Delta Air Lines Inc.",1,54,39,698,432
"IND","BNA","Delta Air Lines Inc.",2,368,115,622,249
"IND","BOS","Delta Air Lines Inc.",1,54,38,698,817
"IND","CLE","Delta Air Lines Inc.",1,54,38,698,261
"IND","CLT","Delta Air Lines Inc.",1,54,37,698,428
"IND","DTW","Delta Air Lines Inc.",12,1920,1502,614,231
"IND","DTW","Delta Air Lines Inc.",8,880,717,645,231
"IND","DTW","Delta Air Lines Inc.",21,2625,1947,650,231
"IND","DTW","Delta Air Lines Inc.",28,3990,2863,655,231
"IND","DTW","Delta Air Lines Inc.",17,2516,1498,694,231
"IND","IAD","Delta Air Lines Inc.",2,108,85,698,476
"IND","JAX","Delta Air Lines Inc.",1,224,166,623,688
"IND","LAX","Delta Air Lines Inc.",10,1600,1472,614,1814
"IND","LAX","Delta Air Lines Inc.",9,1332,796,694,1814
"IND","MEM","Delta Air Lines Inc.",1,54,34,698,381
"IND","MKE","Delta Air Lines Inc.",1,54,42,698,238
"IND","MSP","Delta Air Lines Inc.",2,220,204,645,503
"IND","MSP","Delta Air Lines Inc.",47,5875,4941,650,503
"IND","MSP","Delta Air Lines Inc.",28,3997,2556,655,503
"IND","MSP","Delta Air Lines Inc.",16,2410,1007,656,503
"IND","MSP","Delta Air Lines Inc.",12,1776,1288,694,503
"IND","MSP","Delta Air Lines Inc.",3,378,281,698,503
"IND","MSY","Delta Air Lines Inc.",1,54,41,698,708
"IND","PHL","Delta Air Lines Inc.",1,54,40,698,587
"IND","SJC","Delta Air Lines Inc.",1,262,123,626,1925
"IND","SLC","Delta Air Lines Inc.",14,2072,1907,694,1355
"IND","SLC","Delta Air Lines Inc.",13,1638,1591,698,1355
